,CALI,DEPTH,DTC,GR,NPHI,RDEP,RHOB,SP,WELL
52397,12.409021378,2422.6420898,61.586551666,14.531000137,0.1305799931,4.859000206,2.4974989891,89.452400208,15/9-15
52398,12.426096916,2422.7944336,64.613189697,14.038999557,0.1601426154,4.4569997787,2.4807901382,90.946800232,15/9-15
52399,12.436559677,2422.9467773,68.048927307,12.116999626,0.1838520169,4.2150001526,2.4806854725,88.949996948,15/9-15
52400,12.443687439,2423.0991211,70.074943542,14.093999863,0.2014917582,4.109000206,2.488173008,89.949996948,15/9-15
52401,12.456100464,2423.251709,69.78993988,16.062999725,0.2036200017,4.0780000687,2.4995741844,90.449996948,15/9-15
52402,12.465333939,2423.4040527,68.249565125,17.0,0.1909900159,4.242000103,2.5196266174,90.448394775,15/9-15
52403,12.458827972,2423.5563965,66.350616455,17.483999252,0.1874456704,4.5,2.5439457893,89.451599121,15/9-15
52404,12.429513931,2423.7087402,64.614852905,16.5,0.1706769168,4.7729997635,2.560634613,90.449996948,15/9-15
52405,12.384976387,2423.8613281,62.636642456,15.069999695,0.154430002,4.992000103,2.5632069111,90.69959259,15/9-15
52406,12.35942173,2424.0136719,60.799739838,13.602000237,0.1367899925,5.3550000191,2.5596101284,90.448394775,15/9-15
52407,12.364671707,2424.1660156,60.040916443,11.647999763,0.1328562945,6.1519999504,2.5595958233,89.451599121,15/9-15
52408,12.368776321,2424.3183594,60.602016449,11.640999794,0.1318216622,7.2459998131,2.5628192425,90.449996948,15/9-15
52409,12.365413666,2424.4707031,61.129642487,10.703000069,0.1331778169,7.742000103,2.5680134296,90.199996948,15/9-15
52410,12.364829063,2424.623291,60.73481369,11.703000069,0.1314499974,7.367000103,2.5754981041,89.45400238,15/9-15
52411,12.36244297,2424.7756348,60.075862885,13.180000305,0.1245510578,7.0630002022,2.5865826607,91.947998047,15/9-15
52412,12.362728119,2424.9279785,59.361122131,14.625,0.1190887466,6.4219999313,2.5911157131,90.699996948,15/9-15
52413,12.366063118,2425.0803223,58.793972015,16.077999115,0.121476151,6.1840000153,2.5829615593,89.949996948,15/9-15
52414,12.367955208,2425.2329102,58.885498047,13.156000137,0.1257400066,5.9730000496,2.5657227039,89.44959259,15/9-15
52415,12.371050835,2425.3852539,59.232219696,12.680000305,0.1308999956,5.9380002022,2.5498325825,89.201599121,15/9-15
52416,12.366092682,2425.5375977,59.68479538,10.694999695,0.1258880347,5.7030000687,2.5445559025,90.19719696,15/9-15
52417,12.351837158,2425.6899414,60.335601807,12.140999794,0.1251611412,5.4409999847,2.545157671,88.449996948,15/9-15
52418,12.343266487,2425.8425293,60.919750214,10.680000305,0.1235399991,5.4140000343,2.5530946255,89.196792603,15/9-15
52419,12.339209557,2425.994873,60.889980316,11.187999725,0.1193200052,5.7270002365,2.5709130764,87.201599121,15/9-15
52420,12.33648777,2426.1472168,60.278072357,11.194999695,0.1052625328,5.7729997635,2.5901837349,88.207595825,15/9-15
52421,12.33673954,2426.2995605,59.774745941,10.211000443,0.0834350064,5.882999897,2.5968847275,92.949996948,15/9-15
52422,12.340736389,2426.4519043,59.283454895,9.7270002365,0.0700614154,5.9609999657,2.5881922245,90.699996948,15/9-15
52423,12.346809387,2426.6044922,59.063022614,8.7729997635,0.0689099953,6.257999897,2.5754003525,90.450401306,15/9-15
52424,12.346546173,2426.7568359,59.670764923,9.734000206,0.075669162,6.617000103,2.5646629333,90.701194763,15/9-15
52425,12.343381882,2426.9091797,60.905086517,10.194999695,0.0839267597,6.6599998474,2.5522031784,91.449996948,15/9-15
52426,12.348801613,2427.0615234,61.893543243,12.133000374,0.0901999474,7.4099998474,2.5456326008,89.449996948,15/9-15
52427,12.357041359,2427.2141113,62.288326263,12.593999863,0.0901000053,6.3010001183,2.5532183647,89.948791504,15/9-15
52428,12.363985062,2427.3664551,62.336769104,12.625,0.0838200003,5.6840000153,2.5671861172,89.203605652,15/9-15
52429,12.371313095,2427.5187988,62.288589478,12.656000137,0.0760224909,5.7540001869,2.5773088932,91.451194763,15/9-15
52430,12.374754906,2427.6711426,62.482688904,10.25,0.0794744417,6.1020002365,2.5811808109,92.199996948,15/9-15
52431,12.375000954,2427.8237305,62.517845154,9.2729997635,0.0752899945,6.0349998474,2.5844285488,91.448791504,15/9-15
52432,12.375000954,2427.9760742,61.962200165,7.7969999313,0.0683600008,5.9099998474,2.5834798813,90.701599121,15/9-15
52433,12.375000954,2428.128418,61.339942932,9.7580003738,0.05817632,5.7300000191,2.5713837147,91.69960022,15/9-15
52434,12.373025894,2428.2807617,61.272579193,12.694999695,0.0601967275,5.5780000687,2.5524346828,91.449996948,15/9-15
52435,12.360072136,2428.4331055,61.944595337,15.116999626,0.0748065487,5.3979997635,2.5373654366,91.449996948,15/9-15
52436,12.337059021,2428.5856934,62.940170288,14.602000237,0.0927399993,5.2030000687,2.5344016552,88.951202393,15/9-15
52437,12.322685242,2428.7380371,63.767116547,13.109000206,0.1043613702,5.0630002022,2.5394237041,89.698394775,15/9-15
52438,12.319998741,2428.8903809,64.085136414,10.687999725,0.1076647267,4.617000103,2.5452711582,88.699996948,15/9-15
52439,12.320738792,2429.0427246,63.865341187,9.7270002365,0.1017894447,4.4879999161,2.5509903431,86.449996948,15/9-15
52440,12.325487137,2429.1953125,63.460151672,9.734000206,0.10035,4.3520002365,2.5530407429,92.69959259,15/9-15
52441,12.336045265,2429.3476563,63.109294891,9.2580003738,0.0947400033,4.6209998131,2.5493001938,92.447189331,15/9-15
52442,12.346567154,2429.5,62.764217377,11.171999931,0.0908961594,4.6760001183,2.5415625572,90.698394775,15/9-15
52443,12.356199265,2429.6523438,62.430854797,10.694999695,0.090899989,4.6880002022,2.5373325348,89.699996948,15/9-15
52444,12.367875099,2429.8049316,62.297100067,12.140999794,0.1041600034,4.875,2.5427930355,90.450401306,15/9-15
52445,12.374268532,2429.9572754,62.288597107,12.656000137,0.112089999,4.9650001526,2.5536878109,90.698791504,15/9-15
52446,12.375000954,2430.1096191,62.105331421,11.663999557,0.1101630852,5.2890000343,2.5654449463,89.950798035,15/9-15
52447,12.375000954,2430.2619629,61.576820374,11.633000374,0.1079834998,5.507999897,2.5777826309,90.449996948,15/9-15
52448,12.375000954,2430.4143066,60.93188858,10.647999763,0.0995834768,5.6449999809,2.5914306641,88.449996948,15/9-15
52449,12.375000954,2430.5668945,60.336860657,11.163999557,0.0942199975,6.0630002022,2.6013236046,93.69519043,15/9-15
52450,12.372781754,2430.7192383,59.921474457,11.703000069,0.0863426253,6.3439998627,2.6002967358,90.698394775,15/9-15
52451,12.357343674,2430.871582,60.027793884,13.671999931,0.0880272761,6.4299998283,2.5905992985,89.699996948,15/9-15
52452,12.335211754,2431.0239258,60.550575256,13.180000305,0.0903962031,6.2890000343,2.5772690773,91.199996948,15/9-15
52453,12.327344894,2431.1765137,61.316928864,12.180000305,0.0940600038,6.2230000496,2.5644681454,92.200401306,15/9-15
52454,12.324455261,2431.3288574,62.031700134,10.218999863,0.0987100005,6.1909999847,2.55727458,92.448799133,15/9-15
52455,12.320732117,2431.4812012,62.214855194,11.194999695,0.1087938324,5.8400001526,2.5566608906,91.699996948,15/9-15
52456,12.319998741,2431.6335449,62.085636139,11.203000069,0.1166773662,5.8629999161,2.5585038662,89.699996948,15/9-15
52457,12.319998741,2431.7861328,61.956138611,12.633000374,0.1063300073,5.5700001717,2.5603067875,89.452400208,15/9-15
52458,12.319998741,2431.9384766,61.826885223,13.569999695,0.0930899978,5.2890000343,2.5621068478,90.947593689,15/9-15
52459,12.319998741,2432.0908203,61.653808594,13.102000237,0.0882277861,5.2270002365,2.5664179325,89.450393677,15/9-15
52460,12.319998741,2432.2431641,61.406349182,10.703000069,0.0907060057,5.1209998131,2.5673596859,89.699996948,15/9-15
52461,12.319998741,2432.3955078,61.350101471,8.7760877609,0.1016025096,5.2108559608,2.5618846416,90.949996948,15/9-15
52462,12.319998741,2432.5478516,61.610580444,8.7660112381,0.1068016812,5.0941872597,2.5605962276,91.199996948,15/9-15
52463,12.319998741,2432.7001953,61.663093567,10.21667099,0.1157512963,4.7196006775,2.5667214394,91.199996948,15/9-15
52464,12.319998741,2432.8527832,61.476558685,11.187999725,0.1177069098,4.625,2.5694520473,90.449996948,15/9-15
52465,12.320243835,2433.005127,61.452903748,12.633000374,0.1135766357,4.5269999504,2.5644617081,89.949996948,15/9-15
52466,12.32322216,2433.1574707,61.622653961,10.683125496,0.1179030463,4.4840688705,2.5579769611,89.449996948,15/9-15
52467,12.326827049,2433.3098145,62.008480072,11.140260696,0.1163051501,4.6247739792,2.5552213192,90.699996948,15/9-15
52468,12.32472229,2433.4624023,62.564292908,11.147999763,0.1166494414,4.7379999161,2.5580153465,91.199996948,15/9-15
52469,12.320978165,2433.6147461,63.090206146,12.633000374,0.112726301,4.8090000153,2.5678851604,89.699996948,15/9-15
52470,12.319998741,2433.7670898,63.331863403,14.161549568,0.1130195186,4.9218192101,2.5826785564,89.949996948,15/9-15
52471,12.319998741,2433.9194336,63.044658661,14.163999557,0.1111829504,5.0897307396,2.5926556587,92.699996948,15/9-15
52472,12.319998741,2434.0717773,62.099750519,14.640234947,0.1022785753,5.0430755615,2.5873038769,93.199996948,15/9-15
52473,12.319998741,2434.2243652,60.73418045,12.680000305,0.0937935784,5.1129999161,2.5724189281,90.949996948,15/9-15
52474,12.319998741,2434.376709,59.78155899,13.179200172,0.0996206328,5.3825678825,2.5595715046,91.699996948,15/9-15
52475,12.319998741,2434.5290527,60.104217529,13.156038284,0.1084857881,5.2891507149,2.5537831783,90.199996948,15/9-15
52476,12.319998741,2434.6813965,61.35118103,14.599682808,0.127947554,5.1642003059,2.5507249832,90.949996948,15/9-15
52477,12.319998741,2434.8339844,62.327636719,11.647999763,0.1235771179,4.8200001717,2.5479931831,90.949996948,15/9-15
52478,12.319998741,2434.9863281,62.694774628,12.640999794,0.1192868799,4.5739998817,2.5453543663,91.699996948,15/9-15
52479,12.319998741,2435.1386719,62.519287109,10.691124916,0.1176026911,4.4731616974,2.5403261185,91.199996948,15/9-15
52480,12.320736885,2435.2910156,62.234870911,15.086938858,0.1340372413,4.4730000496,2.5332057476,91.699996948,15/9-15
52481,12.323996544,2435.4436035,62.694271088,14.616999626,0.1463503093,4.5659999847,2.5342743397,91.199996948,15/9-15
52482,12.326562881,2435.5959473,63.492904663,16.062999725,0.140988633,4.5780000687,2.550440073,93.449996948,15/9-15
52483,12.32396698,2435.748291,63.747909546,13.137688637,0.1230987012,4.6129441261,2.5742483139,91.699996948,15/9-15
52484,12.320734024,2435.9006348,63.076972961,12.625814438,0.1047793627,4.7577676773,2.5867056847,90.449996948,15/9-15
52485,12.319998741,2436.0529785,61.740001678,11.649565697,0.1039924324,5.0155863762,2.5793671608,90.449996948,15/9-15
52486,12.319260597,2436.2055664,61.08807373,14.055000305,0.1093613803,5.3200001717,2.5686290264,90.699996948,15/9-15
52487,12.314524651,2436.3579102,61.459407806,15.988900185,0.1159793884,5.6594557762,2.5678491592,90.949996948,15/9-15
52488,12.301760674,2436.5102539,62.024528503,16.483211517,0.1183062866,5.7189054489,2.5769591331,91.449996948,15/9-15
52489,12.283948898,2436.6625977,62.315124512,17.997570038,0.1122494489,5.5942001343,2.584707737,92.949996948,15/9-15
52490,12.270924568,2436.8151855,62.323135376,16.608999252,0.0979529172,5.5659999847,2.5854051113,92.199996948,15/9-15
52491,12.266487122,2436.9675293,62.152946472,15.647999763,0.0894136652,5.5900001526,2.5799460411,91.449996948,15/9-15
52492,12.265999794,2437.119873,61.973339081,12.699724197,0.0879922584,5.7068123817,2.5708394051,91.949996948,15/9-15
52493,12.265999794,2437.2722168,62.169380188,12.648075104,0.0947582722,6.2061986923,2.5641462803,92.449996948,15/9-15
52494,12.265999794,2437.4248047,62.536769867,14.116999626,0.104304716,6.2769999504,2.563542366,92.949996948,15/9-15
52495,12.265999794,2437.5771484,62.58757019,12.663999557,0.1127664372,6.4299998283,2.5712556839,93.449996948,15/9-15
52496,12.265999794,2437.7294922,62.123699188,13.12426281,0.1183211058,6.3980507851,2.584540844,91.949996948,15/9-15
52497,12.265999794,2437.8818359,60.973968506,15.012969017,0.115125142,6.4019937515,2.596755743,90.699996948,15/9-15
52498,12.269199371,2438.0341797,59.545665741,16.450696945,0.1089597717,6.5267996788,2.5983326435,91.949996948,15/9-15
52499,12.275582314,2438.1867676,58.847370148,15.508000374,0.1188440993,6.8239998817,2.5824210644,91.949996948,15/9-15
52500,12.275776863,2438.3391113,59.288772583,13.643986702,0.143780008,7.069606781,2.5625157356,93.199996948,15/9-15
52501,12.269950867,2438.4914551,60.488300323,12.190328598,0.1720247418,7.1638493538,2.549895525,91.199996948,15/9-15
52502,12.266489029,2438.6437988,61.726306915,12.663236618,0.1887165755,7.1640000343,2.5487117767,92.699996948,15/9-15
52503,12.265999794,2438.7963867,62.572422028,11.171999931,0.1982148439,7.1129999161,2.5557422638,91.949996948,15/9-15
52504,12.265999794,2438.9487305,62.9141922,13.109000206,0.1984995753,7.0040001869,2.5636506081,92.699996948,15/9-15
52505,12.265999794,2439.1010742,62.913208008,13.124974251,0.1911218464,7.0309567451,2.5701828003,92.699996948,15/9-15
52506,12.265999794,2439.253418,62.721168518,15.519156456,0.1750017107,7.1677808762,2.5715847015,92.949996948,15/9-15
52507,12.272411346,2439.4060059,62.173030853,18.406000137,0.1600139737,7.375,2.5723218918,91.949996948,15/9-15
52508,12.287128448,2439.5583496,61.68516922,17.906000137,0.1663398147,7.5040001869,2.577403307,91.949996948,15/9-15
52509,12.297767639,2439.7106934,61.120765686,16.518224716,0.1823443174,7.7416191101,2.586430788,94.199996948,15/9-15
52510,12.302270889,2439.8630371,60.51291275,13.177358627,0.1901575029,7.9606490135,2.5964980125,93.449996948,15/9-15
52511,12.30451107,2440.0153809,60.434123993,12.719725609,0.1908389181,8.1876363754,2.6005325317,92.949996948,15/9-15
52512,12.305000305,2440.1679688,60.47146225,11.741999626,0.1657099873,8.2419996262,2.5932409763,93.199996948,15/9-15
52513,12.305000305,2440.3203125,60.348392487,12.187286377,0.1660394818,8.219037056,2.5808885098,92.949996948,15/9-15
52514,12.303523064,2440.4726563,60.20500946,13.154448509,0.1664693058,8.063249588,2.5753207207,92.699996948,15/9-15
52515,12.292352676,2440.625,59.959449768,13.141023636,0.1780613959,7.945189476,2.577609539,92.199996948,15/9-15
52516,12.274056435,2440.7775879,59.899936676,12.156000137,0.1845700145,7.8090000153,2.5748460293,91.949996948,15/9-15
52517,12.265999794,2440.9299316,60.256732941,12.616999626,0.1871799976,7.7030000687,2.5639967918,88.699996948,15/9-15
52518,12.265999794,2441.0822754,60.691711426,13.576462746,0.1851532459,7.6091504097,2.555775404,91.449996948,15/9-15
52519,12.265999794,2441.2346191,61.261497498,14.561421394,0.1809767038,7.5740561485,2.557101965,91.449996948,15/9-15
52520,12.265999794,2441.387207,61.90732193,15.562999725,0.174150005,7.6840000153,2.5666234493,91.449996948,15/9-15
52521,12.265999794,2441.5395508,62.126903534,15.586000443,0.1522199959,7.7769999504,2.5761387348,91.699996948,15/9-15
52522,12.265999794,2441.6918945,61.546146393,14.127337456,0.1277092844,7.9527182579,2.5863800049,91.449996948,15/9-15
52523,12.265999794,2441.8442383,60.854217529,10.233246803,0.1119352579,8.2575111389,2.5924019814,91.199996948,15/9-15
52524,12.265999794,2441.996582,60.419471741,9.7347898483,0.1104323715,8.7412242889,2.5968153477,91.199996948,15/9-15
52525,12.265999794,2442.1491699,59.835163116,10.218999863,0.1137299985,9.0389995575,2.5956375599,91.199996948,15/9-15
52526,12.265999794,2442.3015137,59.229106903,12.137924194,0.1150478944,9.1168746948,2.5920882225,91.449996948,15/9-15
52527,12.265999794,2442.4538574,58.779884338,11.633814812,0.1127936244,8.8983507156,2.5856342316,91.449996948,15/9-15
52528,12.265999794,2442.6062012,58.534873962,12.623410225,0.1117017418,8.3369007111,2.5758595467,91.949996948,15/9-15
52529,12.265999794,2442.7587891,58.429920197,11.687999725,0.1125599965,7.4730000496,2.5634310246,93.449996948,15/9-15
52530,12.268468857,2442.9111328,58.824863434,11.218999863,0.115670003,6.6989998817,2.5468683243,92.199996948,15/9-15
52531,12.271827698,2443.0634766,59.673908234,7.814455986,0.1191344485,6.1688499451,2.5307123661,91.699996948,15/9-15
52532,12.269975662,2443.2158203,60.379276276,9.2636651993,0.1278460324,5.7037453651,2.5214345455,91.199996948,15/9-15
52533,12.26673317,2443.3684082,61.319095612,14.625,0.1396600008,5.2769999504,2.5178899765,91.199996948,15/9-15
52534,12.265999794,2443.520752,62.526187897,16.562999725,0.1449899971,4.984000206,2.5153577328,90.699996948,15/9-15
52535,12.265260696,2443.6730957,63.504302979,16.047826767,0.1465474963,4.8322429657,2.5150818825,89.699996948,15/9-15
52536,12.261264801,2443.8254395,64.054847717,12.622496605,0.1389521956,4.7621121407,2.5229501724,88.699996948,15/9-15
52537,12.254444122,2443.9780273,63.860671997,13.562999725,0.1313599944,4.8010001183,2.5350761414,90.449996948,15/9-15
52538,12.248244286,2444.1303711,63.653205872,13.086000443,0.1218799949,4.9800000191,2.539372921,90.699996948,15/9-15
52539,12.24370575,2444.2827148,63.471279144,12.633725166,0.1135233864,5.2535619736,2.538967371,90.449996948,15/9-15
52540,12.241998672,2444.4350586,63.078536987,12.663949966,0.1113434806,5.6553559303,2.5460710526,90.449996948,15/9-15
52541,12.242494583,2444.5874023,62.551712036,14.114670753,0.1032429934,6.1791601181,2.5653748512,89.949996948,15/9-15
52542,12.244753838,2444.7399902,61.841583252,13.133000374,0.0939000025,6.5939998627,2.5812776089,92.449996948,15/9-15
52543,12.246301651,2444.892334,61.467235565,11.658363342,0.0836763829,6.7577376366,2.5823476315,92.699996948,15/9-15
52544,12.244220734,2445.0446777,61.455055237,11.180763245,0.0751636326,6.5393509865,2.5781457424,90.699996948,15/9-15
52545,12.24224472,2445.1970215,61.305400848,9.7133550644,0.0671528429,6.0398011208,2.5753731728,91.199996948,15/9-15
52546,12.241998672,2445.3496094,61.061553955,9.7110004425,0.0636800006,5.6020002365,2.5704848766,90.699996948,15/9-15
52547,12.241998672,2445.5019531,61.390136719,10.171999931,0.0699100047,5.1989998817,2.5542006493,90.449996948,15/9-15
52548,12.241998672,2445.6542969,62.767471313,11.154425621,0.0917350277,4.8555502892,2.5325205326,90.949996948,15/9-15
52549,12.241998672,2445.8066406,64.554405212,12.154397964,0.112327002,4.438668251,2.5178558826,91.699996948,15/9-15
52550,12.240265846,2445.9592285,65.866394043,13.163999557,0.1247500032,4.0120000839,2.5079865456,89.699996948,15/9-15
52551,12.229293823,2446.1115723,66.575668335,14.156000137,0.1254899949,3.7850000858,2.4974238873,90.949996948,15/9-15
52552,12.208625793,2446.263916,67.103904724,12.682361603,0.1226046309,3.8319249153,2.5007200241,91.949996948,15/9-15
52553,12.19613266,2446.4162598,67.568908691,12.672012329,0.1204234958,3.9448187351,2.523250103,91.949996948,15/9-15
52554,12.196081161,2446.5686035,67.43221283,10.714142799,0.1181636229,4.0977549553,2.5593788624,92.449996948,15/9-15
52555,12.187563896,2446.7211914,66.468185425,12.180000305,0.1038300022,4.2890000343,2.577552557,92.699996948,15/9-15
52556,12.166606903,2446.8735352,64.718185425,9.7229375839,0.0861583203,4.5226254463,2.568475008,92.949996948,15/9-15
52557,12.151927948,2447.0258789,62.887336731,10.678460121,0.0716432557,4.8973989487,2.5532798767,93.699996948,15/9-15
52558,12.148245811,2447.1782227,61.692512512,10.164826393,0.0794474408,5.491048336,2.5474250317,92.449996948,15/9-15
52559,12.14799881,2447.3308105,61.786746979,13.125,0.0815400034,5.9650001526,2.554320097,91.199996948,15/9-15
52560,12.14799881,2447.4831543,62.156795502,14.593999863,0.0826099962,6.1050000191,2.5579576492,91.199996948,15/9-15
52561,12.14799881,2447.635498,61.932250977,13.634537697,0.0855253339,6.1639056206,2.5445034504,91.449996948,15/9-15
52562,12.148495674,2447.7878418,61.723182678,13.617025375,0.1012248099,6.202937603,2.5266690254,91.199996948,15/9-15
52563,12.150257111,2447.9404297,61.966068268,13.125,0.1181499958,6.1599998474,2.5221457481,91.449996948,15/9-15
52564,12.15226841,2448.0927734,62.404121399,15.562999725,0.124619998,6.0390000343,2.5398755074,91.199996948,15/9-15
52565,12.157437325,2448.2451172,62.468952179,10.695799828,0.1287833154,5.8912367821,2.5553245544,91.699996948,15/9-15
52566,12.166848183,2448.3974609,62.408943176,11.670422554,0.1294888854,5.7811765671,2.5566749573,92.949996948,15/9-15
52567,12.171753883,2448.5498047,62.275680542,9.7141427994,0.1435674131,5.6601939201,2.5502440929,93.949996948,15/9-15
52568,12.171998978,2448.7023926,62.055675507,15.086000443,0.1510899961,5.6129999161,2.5431389809,92.949996948,15/9-15
52569,12.172739029,2448.8547363,62.577583313,12.659888268,0.1526674628,5.5940303802,2.538683176,93.199996948,15/9-15
52570,12.180929184,2449.0070801,63.476043701,11.704526901,0.1508728862,5.5081377029,2.5403296947,91.449996948,15/9-15
52571,12.195652962,2449.1594238,64.299133301,9.2699050903,0.1578288227,5.3752131462,2.5459883213,90.699996948,15/9-15
52572,12.202754974,2449.3120117,64.847267151,12.194999695,0.1681600064,5.257999897,2.5499897003,91.949996948,15/9-15
52573,12.203000069,2449.4643555,64.561058044,14.633000374,0.1719399989,5.1640000343,2.5448563099,92.449996948,15/9-15
52574,12.202754974,2449.6166992,63.867118835,16.106637955,0.1701628566,5.1170754433,2.5346744061,92.949996948,15/9-15
52575,12.199036598,2449.769043,63.33915329,15.095626831,0.1668852568,5.0980305672,2.5299749374,91.199996948,15/9-15
52576,12.192406654,2449.9216309,63.110164642,14.586000443,0.1756899953,5.0780000687,2.5302948952,91.199996948,15/9-15
52577,12.192227364,2450.0739746,63.074329376,13.093999863,0.1758499891,5.0630002022,2.5322864056,90.949996948,15/9-15
52578,12.198299408,2450.2263184,62.983585358,12.625750542,0.1800732315,5.0390386581,2.5386047363,91.199996948,15/9-15
52579,12.202267647,2450.3786621,62.82183075,12.64796257,0.1815276742,4.9451508522,2.5429673195,90.449996948,15/9-15
52580,12.203000069,2450.5310059,63.184112549,12.164774895,0.1936206073,4.9300236702,2.5407576561,90.949996948,15/9-15
52581,12.203000069,2450.6835938,63.901477814,12.656000137,0.1984400004,4.9489998817,2.528832674,92.199996948,15/9-15
52582,12.203000069,2450.8359375,64.274307251,11.190348625,0.2078748643,4.9879374504,2.5163698196,91.449996948,15/9-15
52583,12.203000069,2450.9882813,64.789390564,10.711765289,0.2147889286,5.0229434967,2.5141401291,90.949996948,15/9-15
52584,12.203000069,2451.140625,65.323066711,10.219788551,0.2132225335,5.0509552956,2.5172634125,90.949996948,15/9-15
52585,12.201517105,2451.2932129,65.555488586,12.147999763,0.2029899955,5.0510001183,2.5190677643,90.949996948,15/9-15
52586,12.192533493,2451.4455566,65.468978882,15.015999794,0.2002899945,5.0390000343,2.5155086517,90.449996948,15/9-15
52587,12.173675537,2451.5979004,65.194442749,15.959488869,0.2014980614,5.0040559769,2.5084118843,91.199996948,15/9-15
52588,12.156143188,2451.7502441,64.984664917,15.968987465,0.2097467631,5.0119872093,2.5041520596,90.949996948,15/9-15
52589,12.148975372,2451.902832,65.194656372,14.593999863,0.2148500085,4.9959998131,2.4971358776,91.449996948,15/9-15
52590,12.14799881,2452.0551758,65.743041992,13.187999725,0.2176799923,4.9609999657,2.4908576012,90.199996948,15/9-15
52591,12.14799881,2452.2075195,66.430931091,11.261088371,0.2089939266,4.9060883522,2.4843833447,91.949996948,15/9-15
52592,12.14799881,2452.3598633,67.134979248,12.692696571,0.192396611,4.8321185112,2.4790961742,92.449996948,15/9-15
52593,12.14799881,2452.512207,67.734893799,15.113118172,0.185331285,4.7661056519,2.4755673409,90.699996948,15/9-15
52594,12.14799881,2452.6647949,68.148162842,16.093999863,0.1812099963,4.6719999313,2.4728968143,92.199996948,15/9-15
52595,12.149233818,2452.8171387,68.449119568,16.016124725,0.1863317937,4.5202431679,2.4709899426,91.949996948,15/9-15
52596,12.154989243,2452.9694824,68.148963928,15.484852791,0.1801998466,4.2114949226,2.4759981632,92.449996948,15/9-15
52597,12.160608292,2453.1218262,67.844497681,14.470626831,0.1702759117,3.8545722961,2.4845807552,90.449996948,15/9-15
52598,12.163640022,2453.2744141,68.358062744,13.522999763,0.1481299996,3.638999939,2.4866609573,92.699996948,15/9-15
52599,12.174561501,2453.4267578,68.806137085,14.038999557,0.1481900066,3.5720000267,2.4794561863,90.199996948,15/9-15
52600,12.178708076,2453.5791016,68.841056824,17.447536469,0.1504663527,3.5640127659,2.4737975597,90.949996948,15/9-15
52601,12.159629822,2453.7314453,68.430831909,17.468975067,0.1590861678,3.5919551849,2.4821000099,90.699996948,15/9-15
52602,12.139349937,2453.8840332,67.757759094,15.038999557,0.1622299999,3.6270000935,2.4995148182,90.449996948,15/9-15
52603,12.132504463,2454.036377,66.530845642,11.616999626,0.1595499963,3.6519999504,2.5116591454,90.449996948,15/9-15
52604,12.129253387,2454.1887207,64.74433136,10.166324615,0.1440747976,3.6500031948,2.5113494396,90.949996948,15/9-15
52605,12.126449585,2454.3410645,64.196159363,10.163999557,0.1260988265,3.7498397827,2.5092577934,89.949996948,15/9-15
52606,12.124552727,2454.4934082,64.660491943,12.59010601,0.1194606051,3.9626586437,2.5119864941,91.449996948,15/9-15
52607,12.120681763,2454.6459961,65.280761719,11.633000374,0.1227299944,4.1209998131,2.5192811489,91.699996948,15/9-15
52608,12.120728493,2454.7983398,65.96333313,9.9407119751,0.1379655749,4.1249938011,2.5166089535,91.699996948,15/9-15
52609,12.123316765,2454.9506836,66.260154724,7.9481940269,0.1362927258,4.0002002716,2.508531332,92.449996948,15/9-15
52610,12.120966911,2455.1030273,66.062423706,7.2940449715,0.1361202747,3.8712067604,2.5095672607,92.199996948,15/9-15
52611,12.117730141,2455.2556152,65.792076111,7.3049998283,0.1406000108,3.8090000153,2.5216200352,92.699996948,15/9-15
52612,12.116999626,2455.407959,66.014656067,8.9689998627,0.1513399929,3.7950000763,2.5261797905,92.699996948,15/9-15
52613,12.116260529,2455.5603027,66.368499756,10.606376648,0.1436123848,3.8129711151,2.5195560455,92.949996948,15/9-15
52614,12.113003731,2455.7126465,66.36807251,10.609000206,0.1208465248,3.9038541317,2.515196085,91.949996948,15/9-15
52615,12.110925674,2455.8652344,66.038528442,11.258000374,0.0971900001,4.117000103,2.5211114883,89.949996948,15/9-15
52616,12.114049911,2456.0175781,65.124740601,10.593999863,0.0819099993,4.3979997635,2.5283575058,91.699996948,15/9-15
52617,12.114285469,2456.1699219,64.193222046,10.92147541,0.0807718188,4.6046686172,2.5386111736,92.949996948,15/9-15
52618,12.100064278,2456.3222656,63.470081329,8.9481678009,0.0875091776,4.7807178497,2.5452213287,93.199996948,15/9-15
52619,12.071865082,2456.4746094,63.00315094,8.9380111694,0.0980231389,4.819937706,2.5436058044,93.199996948,15/9-15
52620,12.050325394,2456.6271973,62.914684296,8.2729997635,0.106979996,4.8130002022,2.5355648994,92.449996948,15/9-15
52621,12.046516418,2456.779541,63.342353821,9.6068630219,0.1103446037,4.7730636597,2.52825737,91.699996948,15/9-15
52622,12.049007416,2456.9318848,64.305023193,7.648147583,0.111727789,4.7929682732,2.5186018944,91.199996948,15/9-15
52623,12.043605804,2457.0842285,65.07472229,8.6623668671,0.1091042161,4.7810192108,2.5049057007,91.699996948,15/9-15
52624,12.021151543,2457.2368164,65.471672058,8.9919996262,0.1080000028,4.6680002213,2.5036184788,91.449996948,15/9-15
52625,11.995049477,2457.3891602,65.208282471,10.296999931,0.1054599956,4.507999897,2.505645752,92.699996948,15/9-15
52626,11.978532791,2457.5415039,64.662780762,7.9607439041,0.1069276407,4.2583999634,2.5085763931,90.199996948,15/9-15
